Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
10/04/2014, Texas Tech, 46, 14, 301, 50, 27, 9, 89, 0, 4, 20, 12, 5, 2, 1, 1191, 13, Kansas State, 245, 50, 290, 31, 24, 1, 15, 1, 0, 29, 15, 9, 2, 1, 2409, 45
10/04/2014, Memphis, 299, 69, 311, 25, 18, 8, 72, 0, 0, 30, 21, 12, 1, 1, 2439, 41, Cincinnati, 97, 25, 255, 40, 16, 6, 55, 1, 1, 19, 12, 3, 1, 0, 1116, 14
10/04/2014, Miami (Florida), 107, 19, 245, 25, 16, 5, 38, 0, 2, 19, 5, 1, 1, 1, 1155, 17, Georgia Tech, 318, 65, 53, 7, 4, 7, 69, 0, 0, 21, 14, 9, 2, 2, 2445, 28
10/04/2014, Pittsburgh, 116, 35, 195, 30, 16, 10, 75, 0, 1, 19, 13, 4, 0, 0, 1819, 19, Virginia, 225, 43, 121, 17, 10, 6, 65, 0, 1, 18, 13, 5, 0, 0, 1774, 24
10/04/2014, Arizona State, 31, 22, 510, 46, 27, 5, 36, 0, 0, 24, 12, 3, 1, 1, 1362, 38, USC, 220, 50, 273, 45, 28, 9, 60, 0, 0, 28, 23, 11, 3, 2, 2238, 34
10/04/2014, South Carolina, 282, 48, 218, 37, 23, 4, 35, 0, 3, 32, 15, 9, 1, 1, 2037, 38, Kentucky, 239, 36, 208, 30, 20, 8, 80, 1, 0, 22, 11, 5, 0, 0, 1515, 45
10/04/2014, Georgia Southern, 419, 62, 18, 13, 3, 4, 45, 1, 0, 22, 15, 4, 2, 2, 1901, 36, New Mexico State, 183, 42, 334, 50, 35, 2, 10, 1, 3, 30, 16, 7, 3, 1, 1655, 28
10/04/2014, UNLV, 105, 31, 116, 28, 11, 3, 15, 0, 1, 12, 14, 3, 2, 1, 1252, 10, San Jose State, 277, 56, 265, 30, 20, 4, 45, 1, 0, 23, 20, 9, 3, 3, 2315, 33
10/04/2014, Nebraska, 47, 37, 282, 45, 21, 6, 48, 2, 2, 20, 15, 3, 2, 0, 1671, 22, Michigan State, 188, 44, 234, 29, 11, 9, 94, 2, 1, 17, 17, 4, 1, 1, 1929, 27
10/04/2014, Boise State, 224, 48, 346, 31, 26, 5, 63, 2, 1, 25, 16, 10, 0, 0, 2060, 51, Nevada, 156, 30, 306, 43, 23, 3, 22, 0, 4, 24, 13, 7, 1, 0, 1511, 46
10/04/2014, Utah, 242, 55, 100, 18, 12, 4, 40, 0, 0, 18, 18, 7, 0, 0, 1975, 30, UCLA, 137, 50, 269, 22, 16, 3, 29, 0, 1, 24, 12, 5, 0, 0, 1625, 28
10/04/2014, California, 62, 18, 527, 53, 37, 8, 34, 0, 0, 27, 12, 5, 2, 2, 1398, 60, Washington State, 78, 25, 734, 70, 49, 12, 121, 0, 0, 33, 15, 7, 3, 2, 2100, 59
